"Record ID","Title","Subject","Institution","Journal","Publisher","Country","RetractionDate","RetractionDOI","RetractionPubMedID","OriginalPaperDate","OriginalPaperDOI","OriginalPaperPubMedID","Reason","Notes","Year"
68523,"Predicted of cost parameters in construction projects using fuzzy logic inference model","(B/T) Business - Economics;(B/T) Computer Science;","Civil Engineering Department, University of Baghdad, Baghdad, Iraq;","AIP Conference Proceedings","AIP Publishing","Iraq",2025-10-24,"10.1063/5.0182242",0,"12/22/2023 0:00","10.1063/5.0182242",0,"Compromised Peer Review;Concerns/Issues about Peer Review;Concerns/Issues about Referencing/Attributions;Date of Article and/or Notice Unknown;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;","Original articles updated to include retraction notice, hence date of retraction estimated from submission to RWDB.","2025"
68494,"On fuzzy subalgebras and ideals of BZ-algebra","(PHY) Mathematics;","Department of Mathematics, Faculty of Education for Girls, University of Kufa, Najaf, Iraq;","AIP Conference Proceedings","AIP Publishing","Iraq",2025-10-24,"10.1063/5.0182054",0,"12/22/2023 0:00","10.1063/5.0182054",0,"Compromised Peer Review;Concerns/Issues about Peer Review;Concerns/Issues about Referencing/Attributions;Date of Article and/or Notice Unknown;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;","Original articles updated to include retraction notice, hence date of retraction estimated from submission to RWDB.","2025"
68426,"Fuzzy techniques in concrete powder mix designing","(B/T) Computer Science;(B/T) Data Science;(PHY) Engineering - Structural;(PHY) Materials Science;","Ministry of Education, Najaf Education Directorate, Al Najaf, Iraq; College of Technical Engineering, University of Alkafeel, Al-Najaf, Iraq;","AIP Conference Proceedings","AIP Publishing","Iraq",2025-10-24,"10.1063/5.0182064",0,"12/22/2023 0:00","10.1063/5.0182064",0,"Compromised Peer Review;Concerns/Issues about Peer Review;Concerns/Issues about Referencing/Attributions;Date of Article and/or Notice Unknown;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;","Original articles updated to include retraction notice, hence date of retraction estimated from submission to RWDB.","2025"
68425,"Fuzzy BZ-ideals of BZ-algebra","(PHY) Mathematics;","Department of Mathematics, Faculty of Education for Girls, University of Kufa, Najaf, Iraq;","AIP Conference Proceedings","AIP Publishing","Iraq",2025-10-24,"10.1063/5.0182051",0,"12/22/2023 0:00","10.1063/5.0182051",0,"Compromised Peer Review;Concerns/Issues about Peer Review;Concerns/Issues about Referencing/Attributions;Date of Article and/or Notice Unknown;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;","Original articles updated to include retraction notice, hence date of retraction estimated from submission to RWDB.","2025"
68400,"Estimating the reliability of the fuzzy cascade system for Weibull distribution using simulation","(PHY) Engineering - General;(PHY) Statistics;","Department of Statistics, College of Administration and Economics, Basrah University, Basrah, Iraq;","AIP Conference Proceedings","AIP Publishing","Iraq",2025-10-24,"10.1063/5.0182258",0,"12/22/2023 0:00","10.1063/5.0182258",0,"Concerns/Issues about Referencing/Attributions;Date of Article and/or Notice Unknown;Compromised Peer Review;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;","Original articles updated to include retraction notice, hence date of retraction estimated from submission to RWDB.","2025"
68237,"Detection of Heart Abnormalities Using Fuzzy Decision Making and Wireless Transmission of Disease Information","(B/T) Computer Science;(B/T) Technology;(HSC) Medicine - Cardiovascular;","School of Electrical Engineering, Vellore Institute of Technology, Vellore, India; Cognizant Technology Solutions, Bengaluru, India;","Journal of Testing and Evaluation (JOTE)","ASTM International","India",2025-07-02,"10.1520/JTE20259998",0,"4/1/2019 0:00","10.1520/JTE20180447",0,"Concerns/Issues about Peer Review;Investigation by Journal/Publisher;",NA,"2025"
68100,"Estimation the state of power quality in distribution networks using fuzzy logic","(PHY) Engineering - Electrical;","Fergana Polytechnical Institute, house 86, Fergana Str. 150107, Fergana, Uzbekistan;","E3S Web of Conferences","EDP Sciences","Uzbekistan",2025-01-06,"10.1051/e3sconf/202453800001",0,"6/14/2024 0:00","10.1051/e3sconf/202453801011",0,"Concerns/Issues about Article;Concerns/Issues about Referencing/Attributions;Investigation by Journal/Publisher;",NA,"2025"
68095,"Based on T-spherical fuzzy environment: A combination of FWZIC and FDOSM for prioritising COVID-19 vaccine dose recipients","(B/T) Computer Science;(B/T) Data Science;(HSC) Medicine - Infectious Disease;(HSC) Public Health and Safety;","Department of Computing, Faculty of Arts, Computing and Creative Industry, Universiti Pendidikan Sultan Idris, Tanjung Malim 35900, Malaysia; Faculty of Computing and Innovative Technology, Geomatika University College, Kuala Lumpur, Malaysia; School of Management, Universiti Sains Malaysia, 11800 Pulau Pinang, Malaysia; Faculty of Computer Science and Information Technology, Universiti Putra Malaysia, Seri Kembangan, Malaysia; Future Technology Research Center, National Yunlin University of Science and Technology, 123 University Road, Section 3, Douliou, Yunlin 64002, Taiwan; School of Computing and Information Systems, University of Melbourne, 700 Swanston Street, Victoria 3010, Australia; College of Engineering, IT and Environment, Charles Darwin University, NT, Australia; Department of Advanced Applications and Embedded Systems, Intel Corporation, Plot 6 Bayan Lepas Technoplex, 11900 Pulau Pinang, Malaysia; Informatics Institute for Postgraduate Studies (IIPS), Iraqi Commission for Computers and Informatics (ICCI), Baghdad, Iraq;","Journal of Infection and Public Health","Elsevier","Australia;Iraq;Malaysia;Taiwan",2025-11-14,"10.1016/j.jiph.2025.103047",41240424,"10/5/2021 0:00","10.1016/j.jiph.2021.08.026",34538731,"Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Results and/or Conclusions;","see also: https://pubpeer.com/publications/0CFA26B0DB84A9A48130E115E816AE","2025"
68014,"Resolving Indeterminacy Approach to Solve Multi-Criteria Zero-Sum Matrix Games with Intuitionistic Fuzzy Goals","(B/T) Computer Science;(PHY) Mathematics;","School of Mathematics and Statistics, Central South University, Changsha 410083, China; Department of Basic Science Faculty of Computers & Informatics, Suez Canal University, Ismailia 41522, Egypt; Department of Mathematics Faculty of Science, Tanta University, Tanta 31527, Egypt;","Mathematics","MDPI","China;Egypt",2025-08-04,"10.3390/math13152502",0,"2/25/2020 0:00","10.3390/math8030305",0,"Author Unresponsive;Concerns/Issues about Data;Concerns/Issues about Results and/or Conclusions;Error in Methods;Error in Text;Investigation by Journal/Publisher;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;","See also: https://pubpeer.com/publications/D23BDC724C21F67887CF7DEAE60DBF","2025"
67380,"Fuzzy Logic-enabled Autonomous IoT Systems for proactive maintenance in industry 4.0 digital twin scenarios","(B/T) Business - Manufacturing;(B/T) Computer Science;(B/T) Technology;","Sri Manakula Vinayagar Engineering College, Madagadipet, Puducherry, 605107, India; Dr.Kalaignar M Karunanidhi Government Institute for Post Graduate Studies and Research, Karaikal, Puducherry, India; Saveetha School of Engineering, SIMATS, Chennai, Tamil Nadu, India; Pondicherry Technological University, Pillaichavady, Puducherry, India;","Optical and Quantum Electronics","Springer - Nature Publishing Group","India",2024-11-04,"10.1007/s11082-024-07791-9",0,"1/30/2024 0:00","10.1007/s11082-023-06133-5",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Results and/or Conclusions;Concerns/Issues about Peer Review;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;","Megala Tulasiraman, Udaya Dayanandan, Terrance Frederick Ferrnandez, Vimala Vellaichamy & Deepa Rajasekeran","2024"
66918,"Éclaircissement to Understand Consumers’ Decision-Making Psyche and Gender Effects, a Fuzzy Set Qualitative Comparative Analysis","(B/T) Business - Marketing;(B/T) Computer Science;(SOC) Psychology;","College of Economics and Management, Beijing University of Technology, Beijing, China; South Asian Research Centre, School of Public Administration, Xiangtan University, Xiangtan, China; Department of Computer Science, College of Computers and Information Technology, Taif University, Taif, Saudi Arabia; Department of Industrial and Systems Engineering, College of Engineering, University of Jeddah, Jeddah, Saudi Arabia; Department of Mechanical and Materials Engineering, College of Engineering, University of Jeddah, Jeddah, Saudi Arabia; Department of Business Administration, National College of Business Administration and Economics, Lahore, Pakistan;","Frontiers in Psychology","Frontiers","China;Pakistan;Saudi Arabia",2025-08-07,"10.3389/fpsyg.2025.1675271",40851599,"6/2/2022 0:00","10.3389/fpsyg.2022.920594",35719580,"Concerns/Issues about Referencing/Attributions;Concerns/Issues about Peer Review;Conflict of Interest;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;",NA,"2025"
66852,"Fuzzy Logic-Based Systems for the Diagnosis of Chronic Kidney Disease","(B/T) Technology;(HSC) Medicine - Urology/Nephrology;","Department of Computer Science and Engineering, St. Joseph's College of Engineering, Chennai 600119, India. Department of Clinical Biochemistry, Sher-i-Kashmir Institute of Medical Sciences, Soura, Srinagar, J&K, India. Electronics & Communication Engineering Department, National Institute of Technology, Hamirpur, India. Model Institute of Engineering and Technology, Jammu, J&K, India. Department of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab 14411, India. Department of Information Technology, Trinity College of Engineering and Research, Pune, India; School of Engineering Sciences, University of Ghana, Ghana.","BioMed Research International","Wiley","Ghana;India",2024-03-20,"10.1155/2024/9834654",38550086,"3/22/2022 0:00","10.1155/2022/2653665",35360514,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Data;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Results and/or Conclusions;Concerns/Issues about Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2024"
65971,"Optimization of plasma etch rate of deposited thin films by adaptive neuro fuzzy inference system","(PHY) Engineering - General;(PHY) Materials Science;","Faculty of Mechanical Engineering, University of Niš, Niš, Serbia;","The International Journal of Advanced Manufacturing Technology","Springer - Nature Publishing Group","Serbia",2024-09-04,"10.1007/s00170-024-14355-4",0,"9/24/2022 0:00","10.1007/s00170-022-10198-z",0,"Concerns/Issues about Authorship/Affiliation;Euphemisms for Plagiarism;Plagiarism of/in Article;Unreliable Results and/or Conclusions;",NA,"2024"
65633,"Clustering Z-information based on a system of fuzzy reference requirements","(B/T) Data Science;(PHY) Mathematics;","Bauman Moscow State Technical University, 105005 Moscow, Russia;","E3S Web of Conferences","EDP Sciences","Russia",2025-01-06,"10.1051/e3sconf/202342000001",0,"9/4/2023 0:00","10.1051/e3sconf/202342006022",0,"Concerns/Issues about Article;Concerns/Issues about Referencing/Attributions;Investigation by Company/Institution;",NA,"2025"
65580,"Vocal music teaching method using fuzzy logic approach for musical performance evaluation","(B/T) Data Science;(HUM) Arts - Music;(SOC) Education;","Arts Academy of Shaoxing University, Shaoxing, Zhejiang, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2024-08-23,"10.3233/JIFS-219433",0,"7/1/2023 0:00","10.3233/jifs-233020",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;","ACM information page for the original article: https://dl.acm.org/doi/10.3233/JIFS-233020","2024"
65573,"Uncertainty management with an autonomous approach to fuzzy set-covering facility location models","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Ankara Yildirim Beyazit University, Ankara, Turkey; TOBB University of Economics and Technology, Ankara, Turkey;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","Turkey",2024-08-23,"10.3233/JIFS-219433",0,"8/31/2022 0:00","10.3233/jifs-213220",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65570,"Type - 2 mamdani fuzzy inference system based model for rainfall forecasting","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(ENV) Climatology;","Department of Mathematics, SRM Institute of Science and Technology, Kattankulathur, Chennai, India; Department of Career Development Centre, SRM Institute of Science and Technology, Kattankulathur, Chennai, India;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","India",2024-08-23,"10.3233/JIFS-219433",0,"1/4/2024 0:00","10.3233/jifs-235828",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65569,"Two-sided matching decision making for probabilistic hesitant fuzzy numbers","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Mathematics and Statistics, Heze University, Heze, China; School of Management, Shanghai University of Engineering Science, Shanghai, China; School of Information Management, Jiangxi University of Finance and Economics, Nanchang, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2024-08-23,"10.3233/JIFS-219433",0,"12/26/2022 0:00","10.3233/jifs-213010",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65564,"Topological approaches for n,m-Rung orthopair fuzzy sets with applications to diagnosis of learning disability","(B/T) Data Science;(SOC) Education;(SOC) Psychology;","Department of Mathematics, Faculty of Education, University of Zakho, Zakho, Kurdistan Region, Iraq;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","Iraq",2024-08-23,"10.3233/JIFS-219433",0,"9/30/2022 0:00","10.3233/jifs-221528",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65563,"TODIM-GRA technique for performance evaluation of financial management in provincial colleges under 2-tuple linguistic Pythagorean fuzzy sets","(B/T) Business - Management;(B/T) Data Science;(SOC) Education;","Zhejiang Open University, Hangzhou, Zhejiang, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2024-08-23,"10.3233/JIFS-219433",0,"11/18/2023 0:00","10.3233/jifs-234212",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;","ACM information page for the original article: https://dl.acm.org/doi/10.3233/JIFS-234212","2024"
65535,"Service application model design for users using fuzzy semantic ontology model in cloud computing","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Sri Sivasubramaniya Nadar College of Engineering, Kalavakkam, Chennai, Tamilnadu, India; Department of Information Technology, SSN College of Engg, Rajiv Gandhi Salai, OMR, Chennai, India; Ramaiah Institute of Technology, Bangalore, Karnataka, India; SRM Institute of Science and Technology, Ramapuram, Chennai, TamilNadu, India;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","India",2024-08-23,"10.3233/JIFS-219433",0,"12/21/2023 0:00","10.3233/jifs-235130",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65531,"Self fuzzy-genetic approach for boosting photovoltaic efficiency","(B/T) Data Science;(PHY) Energy;(PHY) Engineering - Electrical;","Department of Physics, Laboratory of Materials, Energy and Environment, Faculty of Sciences Semlalia, Cadi Ayyad University, Marrakech, Morocco; Department of Applied Physics, Faculty of Science and Technology, Cadi Ayyad University, Marrakesh, Morocco;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","Morocco",2024-08-23,"10.3233/JIFS-219433",0,"4/2/2024 0:00","10.3233/jifs-231710",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65530,"Selection of appropriate location of turbines using score function in transversals of an intuitionistic fuzzy soft hypergraphs","(B/T) Data Science;(PHY) Energy;","Department of Mathematics (CA), Vellalar College for Women, Erode, Tamilnadu, India; Department of Mathematics, Sri GVG Visalakshi College for Women, Udumalpet, Tamilnadu, India;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","India",2024-08-23,"10.3233/JIFS-219433",0,"2/20/2024 0:00","10.3233/jifs-222714",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65525,"Safety assessment of existing glass curtain wall based on fuzzy entropy and comprehensive cloud","(B/T) Data Science;(PHY) Engineering - Structural;","School of Economics and Management, Fuzhou University, No. 2 Longjing Avenue, Fuzhou, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2024-08-23,"10.3233/JIFS-219433",0,"1/8/2024 0:00","10.3233/jifs-237414",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65512,"Research on the teaching quality evaluation of painting majors in universities based on the 2-tuple linguistic pythagorean fuzzy sets","(B/T) Data Science;(HUM) Arts - General;(SOC) Education;","College of Fine Arts, Weifang University, Weifang, Shandong, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2024-08-23,"10.3233/JIFS-219433",0,"7/20/2023 0:00","10.3233/jifs-232226",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;","ACM information page for the original article: https://dl.acm.org/doi/10.3233/JIFS-232226","2024"
65510,"Research on service quality evaluation of sports clubs with Pythagorean fuzzy information","(B/T) Business - Management;(B/T) Data Science;(SOC) Sports and Recreation;","Physical College of JJU, Jiujiang University, Jiujiang, Jiangxi, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2024-08-23,"10.3233/JIFS-219433",0,"3/27/2022 0:00","10.3233/jifs-212229",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65502,"Research on core competitiveness evaluation of small and medium sized enterprises with hesitant triangular fuzzy multiple attribute decision making","(B/T) Business - Economics;(B/T) Business - Management;(B/T) Data Science;","Anhui Technical College of Industry and Economy, Hefei, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2024-08-23,"10.3233/JIFS-219433",0,"6/9/2023 0:00","10.3233/jifs-232839",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;","ACM information page for the original article: https://dl.acm.org/doi/abs/10.3233/JIFS-232839","2024"
65475,"Quick prediction of seismic casualties using fuzzy Case-Based Reasoning technology","(B/T) Data Science;(HSC) Public Health and Safety;","School of Emergency Management, Institute of Disaster Prevention, Yanjiao Development Zone, Langfang, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2024-08-23,"10.3233/JIFS-219433",0,"5/20/2022 0:00","10.3233/jifs-212183",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65473,"Proportional intuitionistic fuzzy CODAS method: Cloud service provider selection application","(B/T) Data Science;","Department of Industrial Engineering, Istanbul Technical University, Macka, Besiktas, Istanbul, Turkey;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","Turkey",2024-08-23,"10.3233/JIFS-219433",0,"3/4/2024 0:00","10.3233/jifs-237389",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65471,"Preventive track maintenance model using fuzzy weight convolution neural network for metro rail system","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Civil Engineering, Perundurai, India; Kongu Engineering College, Perundurai, India;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","India",2024-08-23,"10.3233/JIFS-219433",0,"5/9/2022 0:00","10.3233/jifs-213439",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;",NA,"2024"
65464,"Prediction of Breast cancer using integrated machine learning-fuzzy and dimension reduction techniques","(B/T) Data Science;(HSC) Medicine - Obstetrics/Gynecology;(HSC) Medicine - Oncology;(HSC) Radiology/Imaging;","Department of Computer Science & Engineering, Siksha ‘O’ Anusandhan University, Bhubaneswar, India; Professor & Head of the Department, Department of Pharmacology, PRM Medical College & Hospital, Baripada, Odisha, India; Director of Interscience Institute of Management & Technology (IIMT), Bhubaneswar, India;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","India",2024-08-23,"10.3233/JIFS-219433",0,"5/22/2023 0:00","10.3233/jifs-223265",0,"Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;","ACM information page for the original article: https://dl.acm.org/doi/abs/10.3233/JIFS-223265","2024"
65458,"Wearable sensor-based on exercise monitoring system for disabled the individuals using a multi-attribute fuzzy evaluation mode","(B/T) Data Science;(B/T) Technology;(HSC) Medicine - Rehabilitation/Therapy;(HSC) Medicine - Sports;","Sports Department, Changchun University, Changchun, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"1/23/2024 0:00","10.3233/jifs-235112",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65456,"VIKOR method for financing risk assessment of rural tourism projects under interval-valued intuitionistic fuzzy environment","(B/T) Business - Economics;(B/T) Data Science;","School of Business, Sichuan Normal University, Chengdu, China; School of Science, Southwest Petroleum University, Chengdu, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"6/18/2019 0:00","10.3233/jifs-179262",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;","See also: https://pubpeer.com/publications/6C475290707F7C9A3675177C4FD55D","2025"
65454,"Two-sided matching decision method and application based on subject differences in interval intuitionistic fuzzy environment","(B/T) Data Science;(SOC) Education;","School of Science, Inner Mongolia Agricultural University, Huhhot, China; School of Public Management, Inner Mongolia University, Huhhot, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"1/10/2024 0:00","10.3233/jifs-234191",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65450,"TOPSIS methods for probabilistic hesitant fuzzy multiple attribute group decision-making and application to performance evaluation of public charging service quality","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Southwest University of Political Science & Law, Chongqing, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"8/3/2022 0:00","10.3233/jifs-220999",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65449,"TOPSIS method for spherical fuzzy MAGDM based on cumulative prospect theory and combined weights and its application to residential location","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Mathematical Sciences, Sichuan Normal University, Chengdu, P.R. China; School of Business, Sichuan Normal University, Chengdu, P.R. China; School of Statistics, Southwestern University of Finance and Economics, Chengdu, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"1/8/2022 0:00","10.3233/jifs-210267",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65448,"TOPSIS method based on connection number of set pair analysis subject to bipolar fuzzy environment with application in decision making","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Mathematics, Abdul Wali Khan University, Mardan, Khyber Pakhtunkhwa, Pakistan; Division of science and technology, Department of Mathematics, University of Education Lahore, Attock campus, Punjab, Pakistan; Department of Mathematics, University of Chakwal, Punjab, Pakistan; School of Physics, Damghan University, Damghan, Iran;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","Iran;Pakistan",2025-01-15,"10.3233/JIFS-219434",0,"11/22/2023 0:00","10.3233/jifs-232838",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65446,"TODIM-VIKOR method for performance evaluation of school-enterprise cooperation in vocational colleges under 2-tuple linguistic Pythagorean fuzzy sets","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Intelligent Construction Technology Application Service Center of Chongqing City Vocational College, Chongqing, China; School of Civil Engineering, Chongqing University of Arts and Sciences, Chongqing, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"5/8/2023 0:00","10.3233/jifs-231575",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65445,"TODIM-PROMETHEE method for tourism landscape planning design scheme evaluation based on the virtual reality technology under spherical fuzzy sets","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Tourism English, Foreign Language Department, Tourism College of Zhejiang, Hangzhou, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"1/11/2024 0:00","10.3233/jifs-233401",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65433,"TODIM-GRA based multiple-attribute group decision-making technique for risk assessment of intangible cultural heritage tourism development under interval-valued pythagorean fuzzy circumstances","(B/T) Business - General;(B/T) Data Science;(SOC) Sociology;","School of Culture and Communication, Guilin Tourism University, Guilin, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"1/11/2024 0:00","10.3233/jifs-236937",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65408,"TODIM method for multiple attribute decision making with 2-tuple linguistic pythagorean fuzzy information","(B/T) Business - Management;(B/T) Data Science;","College of Mathematical Science, Sichuan Normal University, Chengdu, P.R. China; School of Business, Sichuan Normal University, Chengdu, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"6/12/2019 0:00","10.3233/jifs-179240",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;","See also: https://pubpeer.com/publications/F853FE79F4D911B6169699074CD555","2025"
